QUERY

SELECT *
FROM `travel-sample` r
LEFT JOIN `travel-sample` a
ON r.airlineid = META(a).id
WHERE r.sourceairport = "SFO"

RESULT

a.callsign	a.country	a.iata	a.icao	a.id	a.name	a.type	r.airline	r.airlineid	r.destinationairport	r.distance	r.equipment	r.id	r.schedule	r.sourceairport	r.stops	r.type
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"NRT"	8227.527511855862	"744"	57674	[{"day":0,"flight":"UA181","utc":"16:48:00"},{"day":1,"flight":"UA740","utc":"06:03:00"},{"day":1,"flight":"UA664","utc":"02:05:00"},{"day":2,"flight":"UA861","utc":"05:29:00"},{"day":2,"flight":"UA772","utc":"18:22:00"},{"day":2,"flight":"UA944","utc":"14:01:00"},{"day":2,"flight":"UA267","utc":"17:09:00"},{"day":2,"flight":"UA851","utc":"01:10:00"},{"day":3,"flight":"UA437","utc":"13:13:00"},{"day":3,"flight":"UA936","utc":"13:47:00"},{"day":4,"flight":"UA337","utc":"21:28:00"},{"day":4,"flight":"UA249","utc":"13:04:00"},{"day":4,"flight":"UA662","utc":"11:58:00"},{"day":4,"flight":"UA868","utc":"18:11:00"},{"day":5,"flight":"UA990","utc":"11:29:00"},{"day":5,"flight":"UA549","utc":"03:34:00"},{"day":5,"flight":"UA072","utc":"05:29:00"},{"day":5,"flight":"UA077","utc":"12:01:00"},{"day":5,"flight":"UA073","utc":"01:01:00"},{"day":6,"flight":"UA521","utc":"21:52:00"},{"day":6,"flight":"UA372","utc":"01:21:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"OGG"	3760.3816022295555	"753 738"	57675	[{"day":0,"flight":"UA123","utc":"04:42:00"},{"day":1,"flight":"UA659","utc":"11:13:00"},{"day":1,"flight":"UA234","utc":"03:40:00"},{"day":1,"flight":"UA137","utc":"03:39:00"},{"day":2,"flight":"UA334","utc":"20:01:00"},{"day":2,"flight":"UA955","utc":"07:54:00"},{"day":2,"flight":"UA535","utc":"09:08:00"},{"day":2,"flight":"UA668","utc":"23:26:00"},{"day":2,"flight":"UA788","utc":"23:54:00"},{"day":3,"flight":"UA837","utc":"17:22:00"},{"day":3,"flight":"UA853","utc":"00:34:00"},{"day":4,"flight":"UA455","utc":"07:56:00"},{"day":5,"flight":"UA641","utc":"16:01:00"},{"day":6,"flight":"UA474","utc":"08:00:00"},{"day":6,"flight":"UA253","utc":"13:54:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"OKC"	2221.5475420245866	"CR7"	57676	[{"day":0,"flight":"UA480","utc":"10:26:00"},{"day":0,"flight":"UA896","utc":"23:50:00"},{"day":1,"flight":"UA297","utc":"12:51:00"},{"day":1,"flight":"UA717","utc":"20:33:00"},{"day":1,"flight":"UA099","utc":"19:58:00"},{"day":1,"flight":"UA585","utc":"15:18:00"},{"day":1,"flight":"UA057","utc":"13:38:00"},{"day":2,"flight":"UA074","utc":"14:17:00"},{"day":3,"flight":"UA609","utc":"07:08:00"},{"day":3,"flight":"UA696","utc":"11:41:00"},{"day":3,"flight":"UA603","utc":"12:23:00"},{"day":3,"flight":"UA511","utc":"17:56:00"},{"day":3,"flight":"UA760","utc":"03:46:00"},{"day":4,"flight":"UA518","utc":"21:28:00"},{"day":4,"flight":"UA295","utc":"20:34:00"},{"day":5,"flight":"UA313","utc":"02:06:00"},{"day":6,"flight":"UA755","utc":"20:32:00"},{"day":6,"flight":"UA509","utc":"03:26:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"ONT"	584.7614181722305	"CRJ"	57677	[{"day":0,"flight":"UA372","utc":"03:45:00"},{"day":0,"flight":"UA349","utc":"23:40:00"},{"day":0,"flight":"UA097","utc":"12:02:00"},{"day":0,"flight":"UA585","utc":"19:26:00"},{"day":0,"flight":"UA320","utc":"10:44:00"},{"day":1,"flight":"UA918","utc":"22:25:00"},{"day":1,"flight":"UA833","utc":"08:27:00"},{"day":1,"flight":"UA516","utc":"20:11:00"},{"day":1,"flight":"UA032","utc":"16:40:00"},{"day":2,"flight":"UA481","utc":"19:30:00"},{"day":2,"flight":"UA332","utc":"14:41:00"},{"day":2,"flight":"UA585","utc":"16:22:00"},{"day":3,"flight":"UA269","utc":"05:38:00"},{"day":3,"flight":"UA726","utc":"07:52:00"},{"day":4,"flight":"UA276","utc":"12:10:00"},{"day":4,"flight":"UA339","utc":"13:29:00"},{"day":4,"flight":"UA291","utc":"01:57:00"},{"day":5,"flight":"UA949","utc":"04:43:00"},{"day":5,"flight":"UA454","utc":"15:59:00"},{"day":5,"flight":"UA124","utc":"02:14:00"},{"day":5,"flight":"UA348","utc":"02:49:00"},{"day":6,"flight":"UA744","utc":"07:55:00"},{"day":6,"flight":"UA168","utc":"04:49:00"},{"day":6,"flight":"UA997","utc":"11:13:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"ORD"	2963.951598509011	"738 739 752 320 753 319 777 73G"	57678	[{"day":0,"flight":"UA951","utc":"18:42:00"},{"day":0,"flight":"UA002","utc":"16:30:00"},{"day":0,"flight":"UA173","utc":"13:30:00"},{"day":0,"flight":"UA366","utc":"09:09:00"},{"day":0,"flight":"UA526","utc":"09:11:00"},{"day":1,"flight":"UA744","utc":"01:23:00"},{"day":1,"flight":"UA681","utc":"01:28:00"},{"day":1,"flight":"UA586","utc":"19:36:00"},{"day":1,"flight":"UA810","utc":"17:10:00"},{"day":2,"flight":"UA315","utc":"17:00:00"},{"day":2,"flight":"UA334","utc":"03:56:00"},{"day":2,"flight":"UA509","utc":"20:35:00"},{"day":3,"flight":"UA457","utc":"09:38:00"},{"day":3,"flight":"UA938","utc":"09:33:00"},{"day":4,"flight":"UA833","utc":"07:37:00"},{"day":4,"flight":"UA451","utc":"13:22:00"},{"day":5,"flight":"UA068","utc":"00:56:00"},{"day":6,"flight":"UA648","utc":"08:28:00"},{"day":6,"flight":"UA886","utc":"17:54:00"},{"day":6,"flight":"UA589","utc":"10:19:00"},{"day":6,"flight":"UA802","utc":"06:00:00"},{"day":6,"flight":"UA973","utc":"03:50:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"OTH"	663.7879045282847	"CRJ"	57679	[{"day":0,"flight":"UA106","utc":"21:53:00"},{"day":0,"flight":"UA754","utc":"06:32:00"},{"day":0,"flight":"UA573","utc":"15:28:00"},{"day":0,"flight":"UA328","utc":"21:47:00"},{"day":0,"flight":"UA740","utc":"07:17:00"},{"day":1,"flight":"UA743","utc":"14:00:00"},{"day":1,"flight":"UA331","utc":"17:55:00"},{"day":1,"flight":"UA332","utc":"16:39:00"},{"day":1,"flight":"UA069","utc":"09:12:00"},{"day":2,"flight":"UA746","utc":"13:28:00"},{"day":2,"flight":"UA508","utc":"02:43:00"},{"day":3,"flight":"UA785","utc":"04:01:00"},{"day":3,"flight":"UA780","utc":"02:30:00"},{"day":3,"flight":"UA128","utc":"08:49:00"},{"day":3,"flight":"UA272","utc":"03:49:00"},{"day":3,"flight":"UA913","utc":"18:43:00"},{"day":4,"flight":"UA284","utc":"21:24:00"},{"day":4,"flight":"UA484","utc":"15:42:00"},{"day":5,"flight":"UA529","utc":"19:23:00"},{"day":5,"flight":"UA124","utc":"09:01:00"},{"day":5,"flight":"UA798","utc":"05:00:00"},{"day":6,"flight":"UA534","utc":"11:19:00"},{"day":6,"flight":"UA647","utc":"01:36:00"},{"day":6,"flight":"UA336","utc":"06:17:00"},{"day":6,"flight":"UA241","utc":"15:51:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PDX"	886.3879904250963	"319 739 320 752 738"	57680	[{"day":0,"flight":"UA548","utc":"23:03:00"},{"day":0,"flight":"UA957","utc":"07:41:00"},{"day":0,"flight":"UA437","utc":"23:09:00"},{"day":0,"flight":"UA029","utc":"19:22:00"},{"day":0,"flight":"UA618","utc":"19:49:00"},{"day":1,"flight":"UA774","utc":"20:43:00"},{"day":1,"flight":"UA335","utc":"17:57:00"},{"day":1,"flight":"UA562","utc":"11:46:00"},{"day":1,"flight":"UA635","utc":"19:15:00"},{"day":1,"flight":"UA357","utc":"08:16:00"},{"day":2,"flight":"UA863","utc":"17:06:00"},{"day":2,"flight":"UA582","utc":"21:31:00"},{"day":2,"flight":"UA419","utc":"08:13:00"},{"day":2,"flight":"UA195","utc":"16:12:00"},{"day":3,"flight":"UA018","utc":"22:44:00"},{"day":4,"flight":"UA817","utc":"10:19:00"},{"day":4,"flight":"UA010","utc":"19:39:00"},{"day":4,"flight":"UA911","utc":"10:44:00"},{"day":4,"flight":"UA216","utc":"03:17:00"},{"day":5,"flight":"UA412","utc":"02:14:00"},{"day":6,"flight":"UA791","utc":"10:03:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PEK"	9494.101632016527	"744"	57681	[{"day":0,"flight":"UA486","utc":"22:22:00"},{"day":1,"flight":"UA049","utc":"04:30:00"},{"day":1,"flight":"UA300","utc":"04:26:00"},{"day":2,"flight":"UA160","utc":"14:08:00"},{"day":2,"flight":"UA595","utc":"03:14:00"},{"day":2,"flight":"UA348","utc":"10:42:00"},{"day":2,"flight":"UA806","utc":"07:17:00"},{"day":2,"flight":"UA459","utc":"12:06:00"},{"day":3,"flight":"UA652","utc":"03:40:00"},{"day":3,"flight":"UA204","utc":"23:28:00"},{"day":4,"flight":"UA543","utc":"19:03:00"},{"day":4,"flight":"UA255","utc":"04:06:00"},{"day":4,"flight":"UA502","utc":"10:34:00"},{"day":4,"flight":"UA399","utc":"04:46:00"},{"day":4,"flight":"UA009","utc":"15:15:00"},{"day":5,"flight":"UA923","utc":"19:47:00"},{"day":5,"flight":"UA177","utc":"10:08:00"},{"day":5,"flight":"UA889","utc":"02:32:00"},{"day":5,"flight":"UA542","utc":"21:00:00"},{"day":5,"flight":"UA587","utc":"05:02:00"},{"day":6,"flight":"UA747","utc":"00:52:00"},{"day":6,"flight":"UA421","utc":"16:32:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PHL"	4047.7356598914967	"319 738 739 752"	57682	[{"day":0,"flight":"UA838","utc":"05:13:00"},{"day":0,"flight":"UA656","utc":"16:19:00"},{"day":0,"flight":"UA422","utc":"11:20:00"},{"day":0,"flight":"UA417","utc":"20:07:00"},{"day":1,"flight":"UA903","utc":"09:11:00"},{"day":1,"flight":"UA261","utc":"08:39:00"},{"day":1,"flight":"UA534","utc":"04:09:00"},{"day":1,"flight":"UA535","utc":"22:26:00"},{"day":2,"flight":"UA283","utc":"17:27:00"},{"day":2,"flight":"UA467","utc":"04:38:00"},{"day":2,"flight":"UA757","utc":"21:06:00"},{"day":3,"flight":"UA239","utc":"01:35:00"},{"day":3,"flight":"UA130","utc":"23:54:00"},{"day":3,"flight":"UA985","utc":"14:11:00"},{"day":3,"flight":"UA947","utc":"02:24:00"},{"day":4,"flight":"UA337","utc":"06:00:00"},{"day":4,"flight":"UA125","utc":"08:52:00"},{"day":4,"flight":"UA129","utc":"09:59:00"},{"day":4,"flight":"UA218","utc":"03:00:00"},{"day":5,"flight":"UA585","utc":"07:11:00"},{"day":5,"flight":"UA553","utc":"17:58:00"},{"day":5,"flight":"UA116","utc":"20:20:00"},{"day":5,"flight":"UA975","utc":"05:03:00"},{"day":6,"flight":"UA901","utc":"16:20:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PHX"	1046.063543330342	"319 738 320"	57683	[{"day":0,"flight":"UA810","utc":"09:44:00"},{"day":0,"flight":"UA151","utc":"08:09:00"},{"day":1,"flight":"UA352","utc":"16:07:00"},{"day":1,"flight":"UA673","utc":"03:53:00"},{"day":2,"flight":"UA794","utc":"21:09:00"},{"day":3,"flight":"UA238","utc":"23:30:00"},{"day":3,"flight":"UA742","utc":"23:57:00"},{"day":3,"flight":"UA301","utc":"07:37:00"},{"day":3,"flight":"UA148","utc":"05:02:00"},{"day":3,"flight":"UA958","utc":"12:44:00"},{"day":4,"flight":"UA090","utc":"09:46:00"},{"day":5,"flight":"UA431","utc":"03:22:00"},{"day":5,"flight":"UA343","utc":"09:41:00"},{"day":5,"flight":"UA171","utc":"10:13:00"},{"day":5,"flight":"UA304","utc":"23:37:00"},{"day":5,"flight":"UA953","utc":"14:50:00"},{"day":6,"flight":"UA843","utc":"11:28:00"},{"day":6,"flight":"UA301","utc":"08:58:00"},{"day":6,"flight":"UA931","utc":"16:44:00"},{"day":6,"flight":"UA265","utc":"14:50:00"},{"day":6,"flight":"UA056","utc":"07:55:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PIT"	3618.2674650101253	"319 738"	57684	[{"day":0,"flight":"UA914","utc":"20:55:00"},{"day":0,"flight":"UA243","utc":"22:51:00"},{"day":0,"flight":"UA317","utc":"11:31:00"},{"day":0,"flight":"UA070","utc":"00:55:00"},{"day":1,"flight":"UA013","utc":"00:46:00"},{"day":1,"flight":"UA996","utc":"23:52:00"},{"day":1,"flight":"UA981","utc":"17:02:00"},{"day":1,"flight":"UA890","utc":"12:11:00"},{"day":1,"flight":"UA989","utc":"06:06:00"},{"day":2,"flight":"UA299","utc":"12:44:00"},{"day":2,"flight":"UA617","utc":"20:59:00"},{"day":2,"flight":"UA382","utc":"21:16:00"},{"day":2,"flight":"UA750","utc":"13:11:00"},{"day":2,"flight":"UA590","utc":"17:32:00"},{"day":3,"flight":"UA667","utc":"20:45:00"},{"day":3,"flight":"UA064","utc":"06:45:00"},{"day":3,"flight":"UA014","utc":"16:31:00"},{"day":4,"flight":"UA868","utc":"15:39:00"},{"day":4,"flight":"UA977","utc":"08:44:00"},{"day":4,"flight":"UA737","utc":"05:09:00"},{"day":4,"flight":"UA026","utc":"14:14:00"},{"day":5,"flight":"UA482","utc":"14:20:00"},{"day":5,"flight":"UA972","utc":"08:24:00"},{"day":6,"flight":"UA353","utc":"21:29:00"},{"day":6,"flight":"UA420","utc":"23:03:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PSC"	998.124937740264	"CRJ"	57685	[{"day":0,"flight":"UA124","utc":"09:59:00"},{"day":0,"flight":"UA839","utc":"12:14:00"},{"day":0,"flight":"UA416","utc":"20:01:00"},{"day":1,"flight":"UA692","utc":"07:31:00"},{"day":2,"flight":"UA795","utc":"15:41:00"},{"day":2,"flight":"UA443","utc":"15:06:00"},{"day":2,"flight":"UA571","utc":"19:49:00"},{"day":2,"flight":"UA432","utc":"11:17:00"},{"day":3,"flight":"UA488","utc":"23:42:00"},{"day":4,"flight":"UA265","utc":"21:21:00"},{"day":4,"flight":"UA213","utc":"00:49:00"},{"day":4,"flight":"UA613","utc":"07:52:00"},{"day":4,"flight":"UA852","utc":"01:16:00"},{"day":5,"flight":"UA132","utc":"20:36:00"},{"day":5,"flight":"UA389","utc":"16:56:00"},{"day":5,"flight":"UA909","utc":"15:08:00"},{"day":5,"flight":"UA704","utc":"17:00:00"},{"day":5,"flight":"UA456","utc":"12:19:00"},{"day":6,"flight":"UA863","utc":"09:57:00"},{"day":6,"flight":"UA700","utc":"08:28:00"},{"day":6,"flight":"UA957","utc":"06:40:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PSP"	676.6167372102944	"CRJ CR7"	57686	[{"day":0,"flight":"UA889","utc":"09:13:00"},{"day":0,"flight":"UA978","utc":"16:20:00"},{"day":0,"flight":"UA483","utc":"04:21:00"},{"day":1,"flight":"UA879","utc":"08:26:00"},{"day":2,"flight":"UA977","utc":"12:57:00"},{"day":2,"flight":"UA038","utc":"09:45:00"},{"day":3,"flight":"UA904","utc":"12:01:00"},{"day":3,"flight":"UA801","utc":"19:19:00"},{"day":3,"flight":"UA668","utc":"20:39:00"},{"day":3,"flight":"UA235","utc":"04:51:00"},{"day":3,"flight":"UA259","utc":"14:57:00"},{"day":4,"flight":"UA809","utc":"11:59:00"},{"day":4,"flight":"UA998","utc":"10:46:00"},{"day":4,"flight":"UA069","utc":"16:23:00"},{"day":4,"flight":"UA717","utc":"21:33:00"},{"day":4,"flight":"UA054","utc":"16:04:00"},{"day":5,"flight":"UA808","utc":"07:08:00"},{"day":5,"flight":"UA957","utc":"05:53:00"},{"day":5,"flight":"UA113","utc":"09:40:00"},{"day":5,"flight":"UA047","utc":"09:54:00"},{"day":5,"flight":"UA655","utc":"08:32:00"},{"day":6,"flight":"UA876","utc":"12:19:00"},{"day":6,"flight":"UA497","utc":"12:55:00"},{"day":6,"flight":"UA486","utc":"21:54:00"},{"day":6,"flight":"UA026","utc":"18:01:00"},{"day":6,"flight":"UA074","utc":"00:03:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PVG"	9877.413725988603	"744"	57687	[{"day":0,"flight":"UA850","utc":"18:18:00"},{"day":0,"flight":"UA848","utc":"00:43:00"},{"day":0,"flight":"UA933","utc":"20:58:00"},{"day":0,"flight":"UA862","utc":"02:07:00"},{"day":1,"flight":"UA291","utc":"23:12:00"},{"day":1,"flight":"UA433","utc":"00:45:00"},{"day":1,"flight":"UA136","utc":"07:04:00"},{"day":1,"flight":"UA799","utc":"16:38:00"},{"day":2,"flight":"UA590","utc":"22:23:00"},{"day":2,"flight":"UA532","utc":"15:40:00"},{"day":2,"flight":"UA925","utc":"11:22:00"},{"day":2,"flight":"UA198","utc":"02:54:00"},{"day":3,"flight":"UA398","utc":"14:56:00"},{"day":3,"flight":"UA308","utc":"05:36:00"},{"day":3,"flight":"UA440","utc":"06:26:00"},{"day":4,"flight":"UA219","utc":"05:10:00"},{"day":4,"flight":"UA637","utc":"07:46:00"},{"day":4,"flight":"UA110","utc":"02:29:00"},{"day":5,"flight":"UA912","utc":"13:27:00"},{"day":5,"flight":"UA613","utc":"05:26:00"},{"day":5,"flight":"UA873","utc":"00:06:00"},{"day":5,"flight":"UA206","utc":"07:01:00"},{"day":5,"flight":"UA255","utc":"04:34:00"},{"day":6,"flight":"UA600","utc":"16:14:00"},{"day":6,"flight":"UA542","utc":"11:36:00"},{"day":6,"flight":"UA663","utc":"05:14:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"PVR"	2503.582728407229	"320"	57688	[{"day":0,"flight":"UA968","utc":"03:43:00"},{"day":0,"flight":"UA510","utc":"02:17:00"},{"day":1,"flight":"UA779","utc":"10:29:00"},{"day":1,"flight":"UA015","utc":"07:36:00"},{"day":1,"flight":"UA112","utc":"04:25:00"},{"day":1,"flight":"UA125","utc":"05:26:00"},{"day":2,"flight":"UA354","utc":"02:17:00"},{"day":2,"flight":"UA634","utc":"13:12:00"},{"day":2,"flight":"UA036","utc":"21:58:00"},{"day":3,"flight":"UA111","utc":"13:41:00"},{"day":3,"flight":"UA578","utc":"08:08:00"},{"day":3,"flight":"UA618","utc":"08:37:00"},{"day":4,"flight":"UA565","utc":"00:48:00"},{"day":4,"flight":"UA665","utc":"02:11:00"},{"day":5,"flight":"UA537","utc":"06:31:00"},{"day":5,"flight":"UA564","utc":"07:21:00"},{"day":5,"flight":"UA376","utc":"17:56:00"},{"day":5,"flight":"UA352","utc":"05:47:00"},{"day":5,"flight":"UA416","utc":"15:33:00"},{"day":6,"flight":"UA206","utc":"07:10:00"},{"day":6,"flight":"UA019","utc":"21:38:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"RDD"	321.43342841350807	"EM2"	57689	[{"day":0,"flight":"UA934","utc":"19:07:00"},{"day":0,"flight":"UA064","utc":"06:44:00"},{"day":0,"flight":"UA353","utc":"18:30:00"},{"day":1,"flight":"UA077","utc":"07:47:00"},{"day":1,"flight":"UA977","utc":"05:45:00"},{"day":1,"flight":"UA758","utc":"04:31:00"},{"day":1,"flight":"UA374","utc":"21:29:00"},{"day":1,"flight":"UA679","utc":"03:40:00"},{"day":2,"flight":"UA314","utc":"02:25:00"},{"day":2,"flight":"UA867","utc":"03:31:00"},{"day":2,"flight":"UA169","utc":"09:32:00"},{"day":2,"flight":"UA440","utc":"04:49:00"},{"day":3,"flight":"UA381","utc":"02:00:00"},{"day":3,"flight":"UA072","utc":"22:13:00"},{"day":4,"flight":"UA837","utc":"20:36:00"},{"day":4,"flight":"UA718","utc":"01:45:00"},{"day":5,"flight":"UA531","utc":"18:31:00"},{"day":5,"flight":"UA236","utc":"10:56:00"},{"day":6,"flight":"UA217","utc":"15:28:00"},{"day":6,"flight":"UA303","utc":"14:12:00"},{"day":6,"flight":"UA866","utc":"23:30:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"RDM"	744.9032399095834	"EM2 CRJ"	57690	[{"day":0,"flight":"UA188","utc":"14:59:00"},{"day":0,"flight":"UA570","utc":"20:13:00"},{"day":0,"flight":"UA068","utc":"04:05:00"},{"day":1,"flight":"UA098","utc":"01:34:00"},{"day":1,"flight":"UA000","utc":"22:37:00"},{"day":1,"flight":"UA100","utc":"19:04:00"},{"day":2,"flight":"UA630","utc":"21:27:00"},{"day":2,"flight":"UA264","utc":"20:40:00"},{"day":2,"flight":"UA458","utc":"08:36:00"},{"day":3,"flight":"UA175","utc":"06:49:00"},{"day":3,"flight":"UA246","utc":"01:46:00"},{"day":3,"flight":"UA606","utc":"18:43:00"},{"day":4,"flight":"UA255","utc":"19:21:00"},{"day":4,"flight":"UA026","utc":"00:03:00"},{"day":4,"flight":"UA923","utc":"04:13:00"},{"day":4,"flight":"UA235","utc":"01:13:00"},{"day":4,"flight":"UA935","utc":"23:33:00"},{"day":5,"flight":"UA626","utc":"12:59:00"},{"day":6,"flight":"UA150","utc":"07:14:00"},{"day":6,"flight":"UA494","utc":"18:45:00"},{"day":6,"flight":"UA641","utc":"05:23:00"},{"day":6,"flight":"UA383","utc":"07:24:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"RDU"	3853.2744479867374	"738 739"	57691	[{"day":0,"flight":"UA178","utc":"04:19:00"},{"day":1,"flight":"UA280","utc":"22:06:00"},{"day":2,"flight":"UA690","utc":"06:40:00"},{"day":2,"flight":"UA012","utc":"12:04:00"},{"day":2,"flight":"UA294","utc":"23:08:00"},{"day":2,"flight":"UA165","utc":"02:13:00"},{"day":3,"flight":"UA082","utc":"15:59:00"},{"day":3,"flight":"UA915","utc":"16:39:00"},{"day":3,"flight":"UA276","utc":"01:41:00"},{"day":3,"flight":"UA848","utc":"22:38:00"},{"day":3,"flight":"UA749","utc":"22:22:00"},{"day":4,"flight":"UA734","utc":"09:19:00"},{"day":5,"flight":"UA631","utc":"08:07:00"},{"day":5,"flight":"UA121","utc":"01:14:00"},{"day":5,"flight":"UA835","utc":"22:28:00"},{"day":5,"flight":"UA676","utc":"14:20:00"},{"day":6,"flight":"UA832","utc":"06:51:00"},{"day":6,"flight":"UA978","utc":"06:57:00"},{"day":6,"flight":"UA966","utc":"09:05:00"},{"day":6,"flight":"UA481","utc":"07:21:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"RNO"	308.3265938631413	"CRJ CR7"	57692	[{"day":0,"flight":"UA772","utc":"01:17:00"},{"day":0,"flight":"UA614","utc":"01:42:00"},{"day":0,"flight":"UA944","utc":"21:33:00"},{"day":1,"flight":"UA748","utc":"23:40:00"},{"day":2,"flight":"UA674","utc":"09:18:00"},{"day":2,"flight":"UA529","utc":"04:52:00"},{"day":2,"flight":"UA198","utc":"17:13:00"},{"day":2,"flight":"UA749","utc":"12:33:00"},{"day":3,"flight":"UA435","utc":"14:45:00"},{"day":3,"flight":"UA997","utc":"04:30:00"},{"day":3,"flight":"UA568","utc":"04:07:00"},{"day":3,"flight":"UA173","utc":"20:52:00"},{"day":3,"flight":"UA905","utc":"17:09:00"},{"day":4,"flight":"UA441","utc":"20:56:00"},{"day":4,"flight":"UA362","utc":"17:04:00"},{"day":4,"flight":"UA380","utc":"15:11:00"},{"day":4,"flight":"UA468","utc":"17:09:00"},{"day":4,"flight":"UA332","utc":"01:38:00"},{"day":5,"flight":"UA160","utc":"17:24:00"},{"day":5,"flight":"UA049","utc":"00:13:00"},{"day":5,"flight":"UA520","utc":"07:17:00"},{"day":5,"flight":"UA670","utc":"11:35:00"},{"day":6,"flight":"UA530","utc":"21:42:00"},{"day":6,"flight":"UA281","utc":"17:14:00"}]	"SFO"	0	"route"
"UNITED"	"United States"	"UA"	"UAL"	5209	"United Airlines"	"airline"	"UA"	"airline_5209"	"SAL"	4249.848869777824	"319 320"	57693	[{"day":0,"flight":"UA123","utc":"05:31:00"},{"day":0,"flight":"UA444","utc":"12:07:00"},{"day":1,"flight":"UA704","utc":"00:06:00"},{"day":1,"flight":"UA365","utc":"19:03:00"},{"day":1,"flight":"UA934","utc":"05:22:00"},{"day":1,"flight":"UA460","utc":"19:40:00"},{"day":1,"flight":"UA297","utc":"02:41:00"},{"day":2,"flight":"UA640","utc":"00:25:00"},{"day":3,"flight":"UA576","utc":"05:58:00"},{"day":3,"flight":"UA029","utc":"05:33:00"},{"day":4,"flight":"UA280","utc":"05:15:00"},{"day":4,"flight":"UA232","utc":"02:35:00"},{"day":4,"flight":"UA085","utc":"03:29:00"},{"day":5,"flight":"UA171","utc":"23:22:00"},{"day":5,"flight":"UA984","utc":"08:29:00"},{"day":5,"flight":"UA459","utc":"18:31:00"},{"day":6,"flight":"UA917","utc":"12:52:00"},{"day":6,"flight":"UA183","utc":"06:36:00"}]	"SFO"	0	"route"
